"occupation_id","label","english_translation","country_code","lang_code","preferred","hisco_id","status_id","relation_id","product_id","comtxt","provenance","link_id"
17327,"Garde-malade auxiliaire","","CAN","FR",0,7210,0,0,0,"","BALSAC1",9600
17328,"Garde-pêche-garde-chasse","","CAN","FR",0,64990,0,0,0,"","BALSAC1",9601
17329,"Gardien","","CAN","FR",0,55100,0,0,0,"","BALSAC1",9602
17330,"Gardien à l'Alcan","","CAN","FR",0,58940,0,0,0,"","BALSAC1",9603
17331,"Gardien au CNR","","CAN","FR",0,58940,0,0,0,"","BALSAC1",9604
17332,"Gardien au pénitencier","","CAN","FR",0,58930,0,0,0,"","BALSAC1",9605
17333,"Gardien au pénitencier de St-Vincent de Paul","","CAN","FR",0,58930,0,0,0,"","BALSAC1",9606
17334,"Gardien de barrage","","CAN","FR",0,96990,0,0,0,"","BALSAC1",9607
17335,"Gardien de cimetière","","CAN","FR",0,58940,0,0,0,"","BALSAC1",9608
17336,"Gardien de club","","CAN","FR",0,55190,0,0,0,"","BALSAC1",9609
17337,"Gardien de dynamo","","CAN","FR",0,96910,0,0,0,"","BALSAC1",9610
17338,"Gardien de la paix","","CAN","FR",0,58220,0,0,0,"","BALSAC1",9611
17339,"Gardien de ligne électrique","","CAN","FR",0,58940,0,0,0,"","BALSAC1",9612
17340,"Gardien de prison","","CAN","FR",0,58930,0,0,0,"","BALSAC1",9613
17341,"Gardien de réserve","","CAN","FR",0,64990,0,0,0,"","BALSAC1",9614
17342,"Gardien de territoire","","CAN","FR",0,58940,0,0,0,"","BALSAC1",9615
17343,"Gardien des écluses de la cie de pulpe","","CAN","FR",0,98930,0,0,0,"","BALSAC1",9616
17344,"Gardienne d'enfants","","CAN","FR",0,54035,0,0,0,"","BALSAC1",9617
17345,"Géodésiste","","CAN","FR",0,3010,0,0,0,"","BALSAC1",9618
17346,"Geôlier","","CAN","FR",0,58930,0,0,0,"","BALSAC1",9619
17347,"Gérant","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9620
17348,"Gérant (général)","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9621
17349,"Gérant Alcan Jonquiere","","CAN","FR",0,21110,0,0,14,"","BALSAC1",9622
17350,"Gérant d'assurances","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9623
17351,"Gérant d'autobus","","CAN","FR",0,21960,0,0,0,"","BALSAC1",9624
17352,"Gérant de banque","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9625
17353,"Gérant de boucherie","","CAN","FR",0,21340,0,0,20,"","BALSAC1",9626
17354,"Gérant de bureau","","CAN","FR",0,22110,0,0,0,"","BALSAC1",9627
17355,"Gérant de caisse d'économie","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9628
17356,"Gérant de Caisse Populaire","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9629
17357,"Gérant de coopérative","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9630
17358,"Gérant de département","","CAN","FR",0,22330,0,0,0,"","BALSAC1",9631
17359,"Gérant de district","","CAN","FR",0,21000,0,0,0,"","BALSAC1",9632
17360,"Gérant de division","","CAN","FR",0,21000,0,0,0,"","BALSAC1",9633
17361,"Gérant de garage","","CAN","FR",0,21340,0,0,0,"","BALSAC1",9634
17362,"Gérant de la Anticosti Shipping","","CAN","FR",0,21960,0,0,0,"","BALSAC1",9635
17363,"Gérant de la Banque Canadienne","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9636
17364,"Gérant de la Banque Nationale","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9637
17365,"Gérant de la Cie Price Brothers","","CAN","FR",0,21110,0,0,32,"","BALSAC1",9638
17366,"Gérant de la cité","","CAN","FR",0,20210,0,0,0,"","BALSAC1",9639
17367,"Gérant de la National Granit","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9640
17368,"Gérant de ligne d'autobus","","CAN","FR",0,21960,0,0,0,"","BALSAC1",9641
17369,"Gérant de magasin","","CAN","FR",0,21340,0,0,0,"","BALSAC1",9642
17370,"Gérant de quincaillerie","","CAN","FR",0,21340,0,0,0,"","BALSAC1",9643
17371,"Gérant de service","","CAN","FR",0,21990,0,0,0,"","BALSAC1",9644
17372,"Gérant de station-service","","CAN","FR",0,21340,0,0,0,"","BALSAC1",9645
17373,"Gérant de syndicat","","CAN","FR",0,21980,0,0,0,"","BALSAC1",9646
17374,"Gérant de théâtre","","CAN","FR",0,17420,0,0,0,"","BALSAC1",9647
17375,"Gérant de transport","","CAN","FR",0,21960,0,0,0,"","BALSAC1",9648
17376,"Gérant de United Auto Parts","","CAN","FR",0,21340,0,0,0,"","BALSAC1",9649
17377,"Gérant d'entreprise commerciale","","CAN","FR",0,21300,0,0,0,"","BALSAC1",9650
17378,"Gérant d'entreprise industrielle","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9651
17379,"Gérant des pièces dans un garage","","CAN","FR",0,22330,0,0,0,"","BALSAC1",9652
17380,"Gérant des ventes","","CAN","FR",0,21300,0,0,0,"","BALSAC1",9653
17381,"Gérant d'hôtel","","CAN","FR",0,21420,0,0,0,"","BALSAC1",9654
17382,"Gérant d'Irving Oil","","CAN","FR",0,21110,0,0,33,"","BALSAC1",9655
17383,"Gérant du département du bois","","CAN","FR",0,22330,0,0,0,"","BALSAC1",9656
17384,"Gérant du journal Le Soleil","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9657
17385,"Gérant général d'Alma et Cie","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9658
17386,"Gérant-épicier","","CAN","FR",0,41030,0,0,20,"","BALSAC1",9659
17387,"Gérant-secrétaire","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9660
17388,"Gérant-vendeur","","CAN","FR",0,22330,0,0,0,"","BALSAC1",9661
17389,"Greffier","","CAN","FR",0,39340,0,0,0,"","BALSAC1",9662
17390,"Greffier-notaire","","CAN","FR",0,39340,0,0,0,"","BALSAC1",9663
17391,"Guide","","CAN","FR",0,59100,0,0,0,"","BALSAC1",9664
17392,"Handicapé","","CAN","FR",0,-1,0,41,0,"","BALSAC1",9665
17393,"Helper","","CAN","FR",0,-1,33,0,0,"","BALSAC1",9666
17394,"Historien","","CAN","FR",0,19260,0,0,0,"","BALSAC1",9667
17395,"Homme d'affaires","","CAN","FR",0,-1,11,0,0,"","BALSAC1",9668
17396,"Homme de chantier","","CAN","FR",0,63230,0,0,0,"","BALSAC1",9669
17397,"Homme de ligne","","CAN","FR",0,85700,0,0,0,"","BALSAC1",9670
17398,"Homme de maintenance","","CAN","FR",0,55130,0,0,0,"","BALSAC1",9671
17399,"Homme de service","","CAN","FR",0,55130,0,0,0,"","BALSAC1",9672
17400,"Homme d'entrepôt","","CAN","FR",0,97145,0,0,0,"","BALSAC1",9673
17401,"Homme d'instruments","","CAN","FR",0,99999,0,0,0,"","BALSAC1",9674
17402,"Horloger","","CAN","FR",0,84220,0,0,0,"","BALSAC1",9675
17403,"Horticulteur","","CAN","FR",0,61270,0,0,0,"","BALSAC1",9676
17404,"Hôtelier","","CAN","FR",0,51020,0,0,0,"","BALSAC1",9677
17405,"Hôtelier-restaurateur","","CAN","FR",0,51020,0,0,0,"","BALSAC1",9678
17406,"Huileur","","CAN","FR",0,84980,0,0,0,"","BALSAC1",9679
17407,"Huissier","","CAN","FR",0,39340,0,0,0,"","BALSAC1",9680
17408,"Huissier de la Cour Supérieure","","CAN","FR",0,39340,0,0,0,"","BALSAC1",9681
17409,"Hygiéniste","","CAN","FR",0,7940,0,0,0,"","BALSAC1",9682
17410,"Importateur","","CAN","FR",0,41020,0,0,0,"","BALSAC1",9683
17411,"Imprimeur","","CAN","FR",0,92110,0,0,0,"","BALSAC1",9684
17412,"Industriel","","CAN","FR",0,21110,0,0,0,"","BALSAC1",9685
17413,"Infirmier licencié","","CAN","FR",0,7110,0,0,0,"","BALSAC1",9686
17414,"Infirmier(e) licencié(e)","","CAN","FR",0,7110,0,0,0,"","BALSAC1",9687
17415,"Informaticien","","CAN","FR",0,8420,0,0,0,"","BALSAC1",9688
17416,"Ingénieur","","CAN","FR",0,2000,0,0,0,"","BALSAC1",9689
17417,"Ingénieur au chemin de fer","","CAN","FR",0,98320,0,0,0,"","BALSAC1",9690
17418,"Ingénieur civil","","CAN","FR",0,2210,0,0,0,"","BALSAC1",9691
17419,"Ingénieur de locomotive","","CAN","FR",0,98320,0,0,0,"","BALSAC1",9692
17420,"Ingénieur en mécanique","","CAN","FR",0,2410,0,0,0,"","BALSAC1",9693
17421,"Ingénieur forestier","","CAN","FR",0,5340,0,0,0,"","BALSAC1",9694
17422,"Ingénieur pour le CNR","","CAN","FR",0,98320,0,0,0,"","BALSAC1",9695
17423,"Ingénieur sectionnaire","","CAN","FR",0,98320,0,0,0,"","BALSAC1",9696
17424,"Ingénieur stationnaire","","CAN","FR",0,96910,0,0,0,"","BALSAC1",9697
17425,"Ingénieur vapeur","","CAN","FR",0,96190,0,0,0,"96930, 96980","BALSAC1",9698
17426,"Ingénieur vapeur","","CAN","FR",0,96930,0,0,0,"96190, 96980","BALSAC1",9699
17427,"Ingénieur vapeur","","CAN","FR",0,96980,0,0,0,"96190, 96930","BALSAC1",9700
17428,"Ingénieur-géologue","","CAN","FR",0,1330,0,0,0,"","BALSAC1",9701
17429,"Ingénieur-mécanicien","","CAN","FR",0,3510,0,0,0,"","BALSAC1",9702
17430,"Inséminateur","","CAN","FR",0,62490,0,0,0,"","BALSAC1",9703
17431,"Inspecteur","","CAN","FR",0,22000,0,0,0,"","BALSAC1",9704
17432,"Inspecteur à l'Alcan","","CAN","FR",0,22630,0,0,0,"","BALSAC1",9705
17433,"Inspecteur au moulin a papier","","CAN","FR",0,22660,0,0,0,"","BALSAC1",9706
17434,"Inspecteur civil","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9707
17435,"Inspecteur de beurreries et de fromageries","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9708
17436,"Inspecteur de carton","","CAN","FR",0,94980,0,0,0,"","BALSAC1",9709
17437,"Inspecteur de chemin de fer","","CAN","FR",0,22240,0,0,0,"","BALSAC1",9710
17438,"Inspecteur de colonisation","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9711
17439,"Inspecteur de coupe forestière","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9712
17440,"Inspecteur de fromagerie","","CAN","FR",0,77540,0,0,0,"","BALSAC1",9713
17441,"Inspecteur de métal","","CAN","FR",0,72990,0,0,0,"22630","BALSAC1",9714
17442,"Inspecteur de métal","","CAN","FR",0,22630,0,0,0,"72990","BALSAC1",9715
17443,"Inspecteur de papier","","CAN","FR",0,73430,0,0,0,"","BALSAC1",9716
17444,"Inspecteur de sécurité","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9717
17445,"Inspecteur de terres et forêts","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9718
17446,"Inspecteur de transport","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9719
17447,"Inspecteur de viande","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9720
17448,"Inspecteur d'école","","CAN","FR",0,13950,0,0,0,"","BALSAC1",9721
17449,"Inspecteur des Caisses Populaires","","CAN","FR",0,11020,0,0,0,"","BALSAC1",9722
17450,"Inspecteur d'hygiène","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9723
17451,"Inspecteur d'impôt","","CAN","FR",0,31030,0,0,0,"","BALSAC1",9724
17452,"Inspecteur du gouvernement provincial","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9725
17453,"Inspecteur en alimentation","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9726
17454,"Inspecteur sur les chars","","CAN","FR",0,22240,0,0,0,"","BALSAC1",9727
17455,"Inspecteur-constable","","CAN","FR",0,58220,0,0,0,"","BALSAC1",9728
17456,"Inspecteur-garde-feu","","CAN","FR",0,63220,0,0,0,"","BALSAC1",9729
17457,"Inspecteur-garde-forestier","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9730
17458,"Inspecteur-mécanicien","","CAN","FR",0,22650,0,0,0,"","BALSAC1",9731
17459,"Instituteur","","CAN","FR",0,13320,0,0,0,"","BALSAC1",9732
17460,"Instructeur","","CAN","FR",0,13990,0,0,0,"","BALSAC1",9733
17461,"Instructeur avicole","","CAN","FR",0,62920,31,0,0,"","BALSAC1",9734
17462,"Interne en médecine","","CAN","FR",0,6100,41,0,0,"","BALSAC1",9735
17463,"Invalide","","CAN","FR",0,-1,0,41,0,"","BALSAC1",9736
17464,"Investigateur","","CAN","FR",0,58920,0,0,0,"","BALSAC1",9737
17465,"Investisseur financier","","CAN","FR",0,44140,0,0,0,"","BALSAC1",9738
17466,"Jardinier","","CAN","FR",0,61270,0,0,0,"62700","BALSAC1",9739
17467,"Jardinier","","CAN","FR",0,62700,0,0,0,"61270","BALSAC1",9740
17468,"Jardinier à l'Alcan","","CAN","FR",0,61270,0,0,0,"62700","BALSAC1",9741
17469,"Jardinier à l'Alcan","","CAN","FR",0,62700,0,0,0,"61270","BALSAC1",9742
17470,"Jardinière d'enfants","","CAN","FR",0,13420,0,0,0,"","BALSAC1",9743
17471,"Joaillier","","CAN","FR",0,88010,0,0,0,"","BALSAC1",9744
17472,"Jobber","","CAN","FR",0,21240,0,0,0,"","BALSAC1",9745
17473,"Journalier","","CAN","FR",0,99920,0,0,0,"","BALSAC1",9746
17474,"Journalier à la cie General Prelse","","CAN","FR",0,99920,0,0,0,"","BALSAC1",9747
17475,"Journalier à l'Alcan","","CAN","FR",0,99920,0,0,0,"","BALSAC1",9748
17476,"Journalier à Pibrac","","CAN","FR",0,99920,0,0,0,"","BALSAC1",9749
17477,"Journalier mineur","","CAN","FR",0,71105,0,0,0,"","BALSAC1",9750
17478,"Journalier-voyageur","","CAN","FR",0,99920,0,0,0,"","BALSAC1",9751
17479,"Journaliste","","CAN","FR",0,15915,0,0,0,"","BALSAC1",9752
17480,"Juge","","CAN","FR",0,12210,0,0,0,"","BALSAC1",9753
17481,"Laitier","","CAN","FR",0,45230,0,0,22,"","BALSAC1",9754
17482,"Latteur","","CAN","FR",0,95590,0,0,0,"","BALSAC1",9755
17483,"Laveur d'autos","","CAN","FR",0,99910,0,0,0,"","BALSAC1",9756
17484,"Laveur de vaisselles","","CAN","FR",0,53290,0,0,0,"","BALSAC1",9757
17485,"Lecteur de compteurs","","CAN","FR",0,39990,0,0,0,"","BALSAC1",9758
17486,"Lettreur","","CAN","FR",0,16220,0,0,0,"","BALSAC1",9759
17487,"Leveur de tiges","","CAN","FR",0,99999,0,0,0,"","BALSAC1",9760
17488,"Libraire","","CAN","FR",0,41030,0,0,32,"","BALSAC1",9761
17489,"Lieutenant","","CAN","FR",0,58320,0,0,0,"","BALSAC1",9762
17490,"Limeur","","CAN","FR",0,83590,0,0,0,"","BALSAC1",9763
17491,"Linotypiste","","CAN","FR",0,92130,0,0,0,"","BALSAC1",9764
17492,"Livreur","","CAN","FR",0,98590,0,0,0,"","BALSAC1",9765
17493,"Livreur de lait","","CAN","FR",0,45230,0,0,22,"","BALSAC1",9766
17494,"Livreur de magasin","","CAN","FR",0,98550,0,0,0,"","BALSAC1",9767
17495,"Livreur de pain","","CAN","FR",0,45220,0,0,23,"","BALSAC1",9768
17496,"Livreur pour le CNR","","CAN","FR",0,98590,0,0,0,"","BALSAC1",9769
17497,"Livreur-commis","","CAN","FR",0,37040,0,0,0,"","BALSAC1",9770
17498,"Machiniste","","CAN","FR",0,83410,0,0,0,"","BALSAC1",9771
17499,"Machiniste à l'Alcan","","CAN","FR",0,83410,0,0,0,"","BALSAC1",9772
17500,"Machiniste-soudeur","","CAN","FR",0,87210,0,0,0,"","BALSAC1",9773
17501,"Maçon","","CAN","FR",0,95135,0,0,0,"","BALSAC1",9774
17502,"Magasinier","","CAN","FR",0,39140,0,0,0,"","BALSAC1",9775
17503,"Magistrat de district","","CAN","FR",0,12210,0,0,0,"","BALSAC1",9776
17504,"Maire","","CAN","FR",0,20110,0,0,0,"","BALSAC1",9777
17505,"Maître de musique","","CAN","FR",0,13250,0,0,0,"","BALSAC1",9778
17506,"Maître de poste","","CAN","FR",0,22220,0,0,0,"","BALSAC1",9779
17507,"Maître d'hôtel","","CAN","FR",0,53220,0,0,0,"","BALSAC1",9780
17508,"Maître-boulanger","","CAN","FR",0,77620,21,0,0,"","BALSAC1",9781
17509,"Maître-chantre","","CAN","FR",0,17145,0,0,0,"","BALSAC1",9782
17510,"Maître-cocher","","CAN","FR",0,98620,21,0,0,"","BALSAC1",9783
17511,"Malaxeur de pulpe","","CAN","FR",0,73360,0,0,0,"","BALSAC1",9784
17512,"Manucure","","CAN","FR",0,57050,0,0,0,"","BALSAC1",9785
17513,"Manufacturier","","CAN","FR",0,21110,11,0,0,"99999","BALSAC1",9786
17514,"Manufacturier","","CAN","FR",0,99999,0,0,0,"21110 (status 11)","BALSAC1",9787
17515,"Maquilleur","","CAN","FR",0,57060,0,0,0,"","BALSAC1",9788
17516,"Maraîcher","","CAN","FR",0,61270,0,0,0,"","BALSAC1",9789
17517,"Marbrier","","CAN","FR",0,82020,0,0,0,"","BALSAC1",9790
17518,"Marchand","","CAN","FR",0,41025,0,0,0,"","BALSAC1",9791
17519,"Marchand de bois","","CAN","FR",0,41025,0,0,31,"","BALSAC1",9792
17520,"Marchand de glace","","CAN","FR",0,45220,0,0,0,"","BALSAC1",9793
17521,"Marchand de meubles","","CAN","FR",0,41025,0,0,38,"","BALSAC1",9794
17522,"Marchand-gérant","","CAN","FR",0,21300,0,0,0,"","BALSAC1",9795
17523,"Marchand-tailleur","","CAN","FR",0,79100,0,0,0,"","BALSAC1",9796
17524,"Marin","","CAN","FR",0,98135,0,0,0,"","BALSAC1",9797
17525,"Mécanicien à l'Alcan","","CAN","FR",0,84930,0,0,0,"","BALSAC1",9798
17526,"Mécanicien au CN","","CAN","FR",0,84390,0,0,0,"","BALSAC1",9799
17527,"Mécanicien d'avion","","CAN","FR",0,84410,0,0,0,"","BALSAC1",9800
17528,"Mécanicien de machines fixes","","CAN","FR",0,84100,0,0,0,"","BALSAC1",9801
17529,"Mécanicien d'entretien","","CAN","FR",0,84100,0,0,0,"","BALSAC1",9802
17530,"Mécanicien en électricité","","CAN","FR",0,85120,0,0,0,"","BALSAC1",9803
17531,"Mécanicien en fer ornemental","","CAN","FR",0,83990,0,0,0,"","BALSAC1",9804
17532,"Mécanicien en tuyauterie","","CAN","FR",0,87110,0,0,0,"","BALSAC1",9805
17533,"Mécanicien-aviateur","","CAN","FR",0,4150,0,0,0,"","BALSAC1",9806
17534,"Mécanicien-chauffeur","","CAN","FR",0,84390,0,0,0,"98590","BALSAC1",9807
17535,"Mécanicien-contremaître","","CAN","FR",0,22650,0,0,0,"","BALSAC1",9808
17536,"Mécanicien-soudeur","","CAN","FR",0,87210,0,0,0,"","BALSAC1",9809
17537,"Médecin","","CAN","FR",0,6105,0,0,0,"","BALSAC1",9810
17538,"Médecin spécialiste","","CAN","FR",0,6120,0,0,0,"","BALSAC1",9811
17539,"Ménagère","","CAN","FR",0,-1,0,0,0,"54030","BALSAC1",9812
17540,"Ménagère","","CAN","FR",0,54020,0,0,0,"-1","BALSAC1",9813
17541,"Mendiant","","CAN","FR",0,-1,13,0,0,"","BALSAC1",9814
17542,"Menuisier","","CAN","FR",0,95410,0,0,0,"","BALSAC1",9815
17543,"Menuisier-contremaitre à la Foundation","","CAN","FR",0,95410,31,0,0,"","BALSAC1",9816
17544,"Menuisier-entrepreneur","","CAN","FR",0,95410,11,0,0,"21240","BALSAC1",9817
17545,"Messager","","CAN","FR",0,37040,0,0,0,"","BALSAC1",9818
17546,"Mesureur","","CAN","FR",0,63240,0,0,0,"","BALSAC1",9819
17547,"Métallographe","","CAN","FR",0,3700,0,0,0,"","BALSAC1",9820
17548,"Métallographe à l'Alcan, etc.","","CAN","FR",0,3700,0,0,0,"","BALSAC1",9821
17549,"Métallurgiste","","CAN","FR",0,72000,0,0,0,"83000","BALSAC1",9822
17550,"Métallurgiste","","CAN","FR",0,83000,0,0,0,"72000","BALSAC1",9823
17551,"Météorologue","","CAN","FR",0,1340,0,0,0,"","BALSAC1",9824
17552,"Meublier","","CAN","FR",0,81120,0,0,0,"","BALSAC1",9825
17553,"Meunier","","CAN","FR",0,77120,0,0,0,"","BALSAC1",9826
17554,"Mill worker","","CAN","FR",0,73400,0,0,0,"","BALSAC1",9827
17555,"Modeleur","","CAN","FR",0,81940,0,0,0,"81940, 83240, 89215","BALSAC1",9828
17556,"Modeleur","","CAN","FR",0,83240,0,0,0,"81940, 83240, 89215","BALSAC1",9829
17557,"Modeleur","","CAN","FR",0,89215,0,0,0,"81940, 83240, 89215","BALSAC1",9830
17558,"Modiste","","CAN","FR",0,79320,0,0,0,"","BALSAC1",9831
17559,"Moniteur","","CAN","FR",0,13990,0,0,0,"","BALSAC1",9832
17560,"Moniteur de coiffure","","CAN","FR",0,13280,0,0,0,"","BALSAC1",9833
17561,"Monteur d'acier","","CAN","FR",0,87440,0,0,0,"","BALSAC1",9834
17562,"Monteur de cables","","CAN","FR",0,85790,0,0,0,"","BALSAC1",9835
17563,"Monteur de machine","","CAN","FR",0,84100,0,0,0,"","BALSAC1",9836
17564,"Monteur en chaussure","","CAN","FR",0,80245,0,0,0,"","BALSAC1",9837
17565,"Mouleur","","CAN","FR",0,72500,0,0,0,"","BALSAC1",9838
17566,"Mouleur aux Ateliers Couture","","CAN","FR",0,79420,0,0,0,"","BALSAC1",9839
17567,"Musicien","","CAN","FR",0,17140,0,0,0,"","BALSAC1",9840
17568,"Navigateur","","CAN","FR",0,4140,0,0,0,"04230","BALSAC1",9841
17569,"Navigateur","","CAN","FR",0,4230,0,0,0,"04140","BALSAC1",9842
17570,"Navigateur dans l'aviation","","CAN","FR",0,4140,0,0,0,"","BALSAC1",9843
17571,"Négociant en gros","","CAN","FR",0,41020,0,0,0,"","BALSAC1",9844
17572,"Nettoyeur-presseur","","CAN","FR",0,56010,0,0,0,"","BALSAC1",9845
17573,"Niveleur","","CAN","FR",0,97445,0,0,0,"","BALSAC1",9846
17574,"Notaire","","CAN","FR",0,12310,0,0,0,"","BALSAC1",9847
17575,"Noyauteur","","CAN","FR",0,72560,0,0,0,"","BALSAC1",9848
17576,"Nutritionniste","","CAN","FR",0,6910,0,0,0,"","BALSAC1",9849
17577,"Officier","","CAN","FR",0,58320,0,0,0,"","BALSAC1",9850
17578,"Officier d'assurance-chômage","","CAN","FR",0,31090,0,0,0,"","BALSAC1",9851
17579,"Officier d'aviation","","CAN","FR",0,58320,0,0,0,"","BALSAC1",9852
17580,"Officier de l'armée","","CAN","FR",0,58320,0,0,0,"","BALSAC1",9853
17581,"Officier de marine","","CAN","FR",0,4200,0,0,0,"","BALSAC1",9854
17582,"Officier de police","","CAN","FR",0,58220,0,0,0,"","BALSAC1",9855
17583,"Officier de recherche","","CAN","FR",0,99999,0,0,0,"58320, 58230","BALSAC1",9856
17584,"Officier de recherche","","CAN","FR",0,99999,0,0,0,"58225, 58320","BALSAC1",9857
17585,"Officier de recherche","","CAN","FR",0,99999,0,0,0,"58225, 58230","BALSAC1",9858
17586,"Officier de revenu","","CAN","FR",0,31030,0,0,0,"","BALSAC1",9859
17587,"Officier des douanes","","CAN","FR",0,31040,0,0,0,"","BALSAC1",9860
17588,"Opérateur","","CAN","FR",0,73490,0,0,0,"","BALSAC1",9861
17589,"Opérateur à la Saguenay Fourniture","","CAN","FR",0,81990,0,0,0,"","BALSAC1",9862
17590,"Opérateur au CNR","","CAN","FR",0,39960,0,0,0,"","BALSAC1",9863
17591,"Opérateur de bouilloire","","CAN","FR",0,96930,0,0,0,"","BALSAC1",9864
17592,"Opérateur de casse-pierre","","CAN","FR",0,71230,0,0,0,"","BALSAC1",9865
17593,"Opérateur de chargeur","","CAN","FR",0,97920,0,0,0,"","BALSAC1",9866
17594,"Opérateur de la Cie Coca-Cola","","CAN","FR",0,77890,0,0,0,"","BALSAC1",9867
17595,"Opérateur de la cie d'Arvida","","CAN","FR",0,83410,0,0,0,"","BALSAC1",9868
17596,"Opérateur de machine","","CAN","FR",0,83410,0,0,0,"","BALSAC1",9869
17597,"Opérateur de machine à sulphite","","CAN","FR",0,99999,0,0,0,"","BALSAC1",9870
17598,"Opérateur de machinerie lourde","","CAN","FR",0,97400,0,0,0,"","BALSAC1",9871
17599,"Opérateur de pont roulant","","CAN","FR",0,97320,0,0,0,"","BALSAC1",9872
17600,"Opérateur de pouvoir électrique","","CAN","FR",0,96130,0,0,0,"","BALSAC1",9873
17601,"Opérateur de téléphone","","CAN","FR",0,38020,0,0,0,"","BALSAC1",9874
17602,"Opérateur de télétype","","CAN","FR",0,32150,0,0,0,"","BALSAC1",9875
17603,"Opérateur de vues animées","","CAN","FR",0,86240,0,0,0,"","BALSAC1",9876
17604,"Opérateur en télécommunication","","CAN","FR",0,38000,0,0,0,"","BALSAC1",9877
17605,"Opérateur mécanicien","","CAN","FR",0,84910,0,0,0,"","BALSAC1",9878
17606,"Opérateur Saguenay Power","","CAN","FR",0,96130,0,0,0,"","BALSAC1",9879
17607,"Opérateur-radio","","CAN","FR",0,38030,0,0,0,"","BALSAC1",9880
17608,"Opérateur-typographe","","CAN","FR",0,92110,0,0,0,"","BALSAC1",9881
17609,"Opticien","","CAN","FR",0,7530,0,0,0,"","BALSAC1",9882
17610,"Optométriste","","CAN","FR",0,7520,0,0,0,"","BALSAC1",9883
17611,"Orfèvre","","CAN","FR",0,88050,0,0,0,"","BALSAC1",9884
17612,"Organisateur syndical","","CAN","FR",0,21980,0,0,0,"","BALSAC1",9885
17613,"Organiste","","CAN","FR",0,17140,0,0,0,"","BALSAC1",9886
17614,"Outilleur","","CAN","FR",0,83220,0,0,0,"","BALSAC1",9887
17615,"Ouvrier","","CAN","FR",0,99900,0,0,0,"","BALSAC1",9888
17616,"Ouvrier à l'Alcan","","CAN","FR",0,99930,0,0,0,"","BALSAC1",9889
17617,"Ouvrier du papier","","CAN","FR",0,73400,0,0,0,"","BALSAC1",9890
17618,"Ouvrier en construction","","CAN","FR",0,95000,32,0,0,"","BALSAC1",9891
17619,"Ouvrier en métallurgie","","CAN","FR",0,72000,0,0,0,"83000","BALSAC1",9892
17620,"Ouvrier en métallurgie","","CAN","FR",0,83000,0,0,0,"72000","BALSAC1",9893
17621,"Ouvrier-menuisier","","CAN","FR",0,95410,32,0,0,"","BALSAC1",9894
17622,"Ouvrier-meublier","","CAN","FR",0,81120,32,0,0,"","BALSAC1",9895
17623,"Ouvrier-opérateur","","CAN","FR",0,99930,0,0,0,"","BALSAC1",9896
17624,"Ouvrier-sacristain","","CAN","FR",0,55140,32,0,0,"","BALSAC1",9897
17625,"Ouvrier-tanneur","","CAN","FR",0,76145,0,0,0,"","BALSAC1",9898
17626,"Palefrenier","","CAN","FR",0,62490,0,0,0,"","BALSAC1",9899
17627,"Papetier","","CAN","FR",0,73400,0,0,0,"","BALSAC1",9900
17628,"Pâtissier","","CAN","FR",0,77630,0,0,0,"","BALSAC1",9901
17629,"Pâtissier au service hospitalier","","CAN","FR",0,77630,0,0,0,"","BALSAC1",9902
17630,"Patrouilleur","","CAN","FR",0,58220,0,0,0,"","BALSAC1",9903
17631,"Paysagiste","","CAN","FR",0,62790,0,0,0,"","BALSAC1",9904
17632,"Pêcheur","","CAN","FR",0,64100,0,0,0,"","BALSAC1",9905
17633,"Pédagogue","","CAN","FR",0,13920,0,0,0,"","BALSAC1",9906
17634,"Pédiatre","","CAN","FR",0,6120,0,0,0,"","BALSAC1",9907
17635,"Peintre","","CAN","FR",0,93120,0,0,0,"","BALSAC1",9908
17636,"Peintre en bâtiment","","CAN","FR",0,93120,0,0,0,"","BALSAC1",9909
